iter	Passed	Remaining
1668	13794	68855
1669	13797	68824
1670	13803	68800
1671	13809	68780
1672	13815	68761
1673	13822	68749
1674	13827	68726
1675	13834	68710
1676	13839	68684
1677	13844	68660
1678	13850	68640
1679	13854	68613
1680	13860	68595
1681	13867	68580
1682	13874	68562
1683	13878	68533
1684	13883	68510
1685	13887	68481
1686	13891	68451
1687	13894	68420
1688	13898	68391
1689	13902	68361
1690	13909	68347
1691	13914	68323
1692	13918	68293
1693	13923	68268
1694	13929	68249
1695	13934	68225
1696	13941	68211
1697	13949	68201
1698	13956	68186
1699	13960	68162
1700	13966	68139
1701	13970	68113
1702	13975	68090
1703	13980	68065
1704	13985	68043
1705	13991	68020
1706	13996	67996
1707	14001	67972
1708	14005	67946
1709	14010	67923
1710	14015	67896
1711	14019	67870
1712	14024	67846
1713	14029	67822
1714	14035	67805
1715	14040	67781
1716	14046	67762
1717	14053	67747
1718	14060	67732
1719	14065	67709
1720	14068	67679
1721	14074	67657
1722	14078	67632
1723	14084	67613
1724	14090	67591
1725	14095	67568
1726	14099	67543
1727	14105	67525
1728	14110	67501
1729	14116	67483
1730	14122	67463
1731	14128	67444
1732	14136	67435
1733	14142	67416
1734	14149	67404
1735	14154	67382
1736	14160	67364
1737	14167	67347
1738	14172	67324
1739	14178	67305
1740	14182	67278
1741	14187	67255
1742	14192	67231
1743	14195	67201
1744	14201	67182
1745	14205	67154
1746	14210	67129
1747	14215	67107
1748	14220	67083
1749	14243	67149
1750	14255	67155
1751	14260	67136
1752	14266	67117
1753	14270	67091
1754	14274	67061
1755	14280	67041
1756	14284	67016
1757	14288	66986
1758	14293	66967
1759	14298	66943
1760	14304	66925
1761	14310	66905
1762	14315	66882
1763	14319	66855
1764	14324	66832
1765	14329	66812
1766	14335	66793
1767	14342	66778
1768	14349	66765
1769	14357	66756
1770	14361	66733
1771	14366	66708
1772	14371	66687
1773	14376	66663
1774	14380	66635
1775	14385	66612
1776	14388	66583
1777	14392	66556
1778	14396	66528
1779	14402	66509
1780	14406	66484
1781	14411	66461
1782	14415	66432
1783	14420	66410
1784	14425	66387
1785	14429	66364
1786	14435	66344
1787	14439	66316
1788	14444	66297
1789	14449	66273
1790	14454	66253
1791	14460	66234
1792	14465	66211
1793	14471	66195
1794	14479	66186
1795	14483	66161
1796	14487	66132
1797	14491	66105
1798	14496	66082
1799	14501	66063
1800	14505	66035
1801	14509	66011
1802	14515	65993
1803	14527	65999
1804	14533	65982
1805	14541	65978
1806	14546	65955
1807	14551	65931
1808	14559	65925
1809	14565	65906
1810	14570	65883
1811	14575	65864
1812	14580	65840
1813	14584	65817
1814	14590	65795
1815	14596	65780
1816	14600	65756
1817	14604	65729
1818	14609	65707
1819	14613	65682
1820	14617	65654
1821	14625	65646
1822	14630	65625
1823	14634	65597
1824	14639	65575
1825	14643	65549
1826	14648	65528
1827	14652	65501
1828	14655	65473
1829	14660	65451
1830	14664	65424
1831	14669	65404
1832	14673	65377
1833	14677	65353
1834	14683	65337
1835	14690	65320
1836	14694	65296
1837	14698	65270
1838	14704	65254
1839	14708	65227
1840	14713	65207
1841	14721	65200
1842	14729	65190
1843	14737	65185
1844	14744	65170
1845	14750	65156
1846	14756	65137
1847	14765	65133
1848	14771	65118
1849	14778	65106
1850	14787	65102
1851	14799	65110
1852	14807	65102
1853	14818	65109
1854	14828	65110
1855	14840	65119
1856	14849	65114
1857	14858	65113
1858	14866	65105
1859	14876	65103
1860	14884	65095
1861	14893	65093
1862	14900	65082
1863	14909	65077
1864	14920	65080
1865	14927	65070
1866	14937	65072
1867	14943	65053
1868	14946	65026
1869	14958	65031
1870	14968	65033
1871	14975	65022
1872	14985	65023
1873	14992	65009
1874	14997	64990
1875	15010	65004
1876	15021	65009
1877	15028	64995
1878	15036	64987
1879	15041	64965
1880	15049	64960
1881	15057	64948
1882	15065	64940
1883	15071	64927
1884	15079	64917
1885	15085	64902
1886	15092	64888
1887	15100	64882
1888	15105	64861
1889	15116	64866
1890	15126	64864
1891	15133	64854
1892	15146	64867
1893	15152	64850
1894	15162	64850
1895	15171	64846
1896	15180	64841
1897	15185	64824
1898	15195	64821
1899	15201	64806
1900	15206	64785
1901	15211	64766
1902	15219	64756
1903	15225	64738
1904	15231	64723
1905	15236	64701
1906	15242	64686
1907	15250	64680
1908	15258	64669
1909	15263	64652
1910	15273	64650
1911	15278	64631
1912	15287	64624
1913	15297	64625
1914	15305	64616
1915	15315	64620
1916	15323	64611
1917	15335	64620
1918	15344	64616
1919	15353	64610
1920	15357	64587
1921	15366	64583
1922	15373	64572
1923	15383	64574
1924	15388	64552
1925	15398	64554
1926	15404	64537
1927	15415	64539
1928	15422	64526
1929	15431	64524
1930	15440	64519
1931	15448	64512
1932	15453	64490
1933	15464	64495
1934	15473	64492
1935	15481	64484
1936	15490	64479
1937	15500	64482
1938	15509	64477
1939	15515	64459
1940	15524	64455
1941	15533	64454
1942	15546	64464
1943	15555	64463
1944	15568	64473
1945	15577	64472
1946	15587	64473
1947	15594	64458
1948	15603	64456
1949	15610	64443
1950	15620	64444
1951	15624	64418
1952	15632	64411
1953	15640	64404
1954	15646	64388
1955	15654	64380
1956	15660	64361
1957	15670	64361
1958	15673	64335
1959	15685	64340
1960	15688	64315
1961	15697	64310
1962	15704	64296
1963	15712	64291
1964	15718	64275
1965	15727	64269
1966	15733	64255
1967	15740	64243
1968	15748	64235
1969	15760	64242
1970	15770	64244
1971	15778	64234
1972	15782	64211
1973	15790	64202
1974	15797	64189
1975	15804	64176
1976	15809	64158
1977	15814	64136
1978	15819	64118
1979	15826	64103
1980	15830	64080
1981	15837	64070
1982	15847	64068
1983	15857	64068
1984	15861	64043
1985	15872	64050
1986	15879	64038
1987	15888	64033
1988	15897	64028
1989	15911	64044
1990	15920	64041
1991	15930	64041
1992	15936	64026
1993	15946	64025
1994	15953	64013
1995	15963	64015
1996	15972	64009
1997	15978	63995
1998	15986	63987
1999	15993	63972
2000	16002	63971
2001	16012	63971
2002	16024	63976
2003	16032	63970
2004	16042	63969
2005	16049	63956
2006	16057	63949
2007	16067	63948
2008	16075	63940
2009	16082	63930
2010	16092	63928
2011	16101	63926
2012	16107	63910
2013	16114	63896
2014	16124	63896
2015	16130	63883
2016	16139	63878
2017	16146	63864
2018	16155	63863
2019	16162	63848
2020	16171	63847
2021	16179	63837
2022	16189	63837
2023	16196	63824
2024	16205	63821
2025	16210	63802
2026	16221	63805
2027	16228	63795
2028	16238	63791
2029	16242	63768
2030	16252	63769
2031	16256	63747
2032	16269	63755
2033	16274	63738
2034	16284	63735
2035	16294	63736
2036	16302	63730
2037	16311	63723
2038	16318	63711
2039	16325	63699
2040	16335	63699
2041	16343	63694
2042	16349	63678
2043	16357	63669
2044	16366	63667
2045	16376	63665
2046	16384	63655
2047	16394	63657
2048	16403	63652
2049	16412	63649
2050	16420	63640
2051	16427	63628
2052	16436	63623
2053	16443	63613
2054	16449	63597
2055	16454	63576
2056	16459	63557
2057	16464	63539
2058	16468	63515
2059	16475	63501
2060	16483	63493
2061	16489	63480
2062	16504	63497
2063	16509	63478
2064	16520	63482
2065	16530	63480
2066	16538	63472
2067	16547	63468
2068	16554	63456
2069	16562	63449
2070	16570	63440
2071	16578	63433
2072	16586	63423
2073	16596	63427
2074	16605	63420
2075	16614	63416
2076	16621	63404
2077	16631	63404
2078	16636	63385
2079	16645	63379
2080	16650	63362
2081	16658	63352
2082	16662	63332
2083	16671	63327
2084	16678	63313
2085	16688	63314
2086	16696	63307
2087	16704	63299
2088	16710	63283
2089	16718	63275
2090	16726	63264
2091	16733	63255
2092	16741	63247
2093	16749	63236
2094	16757	63231
2095	16767	63228
2096	16774	63217
2097	16782	63209
2098	16786	63188
2099	16793	63174
2100	16798	63157
2101	16802	63133
2102	16810	63123
2103	16819	63120
2104	16825	63104
2105	16835	63106
2106	16843	63097
2107	16852	63093
2108	16866	63107
2109	16878	63114
2110	16887	63111
2111	16894	63096
2112	16905	63101
2113	16913	63093
2114	16925	63102
2115	16932	63090
2116	16940	63081
2117	16950	63079
2118	16958	63071
2119	16966	63065
2120	16973	63050
2121	16980	63040
2122	16987	63027
2123	16999	63036
2124	17005	63019
2125	17013	63014
2126	17019	62995
2127	17027	62987
2128	17035	62982
2129	17045	62979
2130	17050	62960
2131	17063	62972
2132	17072	62967
2133	17084	62973
2134	17088	62951
2135	17098	62949
2136	17104	62934
2137	17116	62941
2138	17125	62938
2139	17134	62931
2140	17140	62919
2141	17146	62903
2142	17153	62891
2143	17163	62890
2144	17171	62881
2145	17180	62876
2146	17184	62855
2147	17195	62858
2148	17203	62849
2149	17212	62844
2150	17220	62836
2151	17227	62825
2152	17236	62823
2153	17244	62813
2154	17254	62811
2155	17266	62818
2156	17271	62801
2157	17277	62786
2158	17288	62787
2159	17291	62763
2160	17303	62768
2161	17314	62770
2162	17323	62766
2163	17332	62760
2164	17339	62751
2165	17351	62757
2166	17357	62741
2167	17366	62738
2168	17373	62723
2169	17381	62717
2170	17388	62706
2171	17398	62704
2172	17406	62695
2173	17415	62691
2174	17422	62680
2175	17429	62670
2176	17438	62666
2177	17447	62661
2178	17458	62661
2179	17465	62652
2180	17473	62642
2181	17478	62623
2182	17486	62615
2183	17493	62604
2184	17501	62595
2185	17511	62597
2186	17522	62597
2187	17533	62600
2188	17544	62602
2189	17554	62603
2190	17559	62585
2191	17569	62583
2192	17579	62580
2193	17588	62578
2194	17595	62564
2195	17604	62563
2196	17615	62565
2197	17627	62569
2198	17637	62568
2199	17646	62565
2200	17655	62559
2201	17662	62549
2202	17668	62534
2203	17678	62531
2204	17686	62525
2205	17694	62517
2206	17701	62506
2207	17712	62507
2208	17717	62487
2209	17728	62489
2210	17736	62483
2211	17744	62474
2212	17750	62458
2213	17759	62456
2214	17763	62433
2215	17774	62434
2216	17783	62431
2217	17792	62427
2218	17803	62427
2219	17810	62418
2220	17816	62400
2221	17821	62381
2222	17824	62359
2223	17831	62347
2224	17839	62338
2225	17846	62327
2226	17855	62322
2227	17866	62322
2228	17876	62323
2229	17886	62323
2230	17900	62334
2231	17911	62338
2232	17918	62324
2233	17925	62313
2234	17934	62309
2235	17939	62289
2236	17944	62273
2237	17955	62273
2238	17964	62270
2239	17970	62255
2240	17976	62239
2241	17986	62237
2242	17994	62229
2243	18002	62221
2244	18008	62208
2245	18016	62198
2246	18023	62187
2247	18032	62181
2248	18039	62173
2249	18048	62167
2250	18055	62154
2251	18059	62134
2252	18071	62140
2253	18079	62131
2254	18087	62122
2255	18097	62121
2256	18106	62116
2257	18113	62105
2258	18121	62098
2259	18129	62088
2260	18133	62068
2261	18137	62047
2262	18143	62029
2263	18148	62012
2264	18154	61998
2265	18161	61986
2266	18165	61963
2267	18170	61947
2268	18177	61935
2269	18185	61925
2270	18193	61920
2271	18202	61913
2272	18211	61908
2273	18217	61894
2274	18231	61907
2275	18239	61898
2276	18251	61904
2277	18260	61900
2278	18266	61884
2279	18274	61875
2280	18285	61879
2281	18293	61870
2282	18305	61877
2283	18312	61864
2284	18320	61857
2285	18328	61850
2286	18338	61847
2287	18345	61835
2288	18354	61830
2289	18359	61812
2290	18367	61806
2291	18375	61796
2292	18384	61790
2293	18392	61782
2294	18401	61780
2295	18408	61767
2296	18415	61757
2297	18421	61743
2298	18431	61739
2299	18439	61733
2300	18449	61731
2301	18453	61708
2302	18462	61703
2303	18472	61703
2304	18478	61688
2305	18483	61669
2306	18490	61659
2307	18500	61658
2308	18514	61670
2309	18522	61662
2310	18532	61660
2311	18541	61655
2312	18548	61644
2313	18557	61638
2314	18565	61632
2315	18579	61644
2316	18590	61643
2317	18598	61636
2318	18608	61634
2319	18619	61637
2320	18627	61629
2321	18635	61620
2322	18645	61618
2323	18658	61626
2324	18666	61618
2325	18675	61613
2326	18686	61617
2327	18692	61602
2328	18699	61589
2329	18706	61580
2330	18717	61581
2331	18724	61567
2332	18731	61558
2333	18739	61549
2334	18749	61547
2335	18757	61539
2336	18766	61536
2337	18771	61517
2338	18781	61514
2339	18787	61502
2340	18800	61507
2341	18803	61485
2342	18809	61468
2343	18818	61465
2344	18826	61457
2345	18836	61456
2346	18846	61453
2347	18857	61454
2348	18865	61448
2349	18874	61441
2350	18881	61430
2351	18888	61419
2352	18894	61406
2353	18902	61397
2354	18909	61384
2355	18918	61382
2356	18925	61370
2357	18933	61359
2358	18940	61350
2359	18949	61345
2360	18955	61329
2361	18959	61308
2362	18963	61288
2363	18969	61274
2364	18975	61258
2365	18980	61242
2366	18987	61229
2367	18991	61210
2368	18997	61194
2369	19002	61176
2370	19006	61157
2371	19013	61145
2372	19023	61143
2373	19031	61136
2374	19038	61124
2375	19053	61136
2376	19064	61139
2377	19070	61125
2378	19082	61128
2379	19086	61107
2380	19093	61097
2381	19100	61086
2382	19108	61077
2383	19115	61067
2384	19120	61050
2385	19126	61033
2386	19130	61014
2387	19136	60998
2388	19139	60976
2389	19144	60958
2390	19149	60940
2391	19154	60922
2392	19158	60902
2393	19163	60883
2394	19168	60866
2395	19172	60846
2396	19177	60828
2397	19181	60808
2398	19186	60791
2399	19196	60788
2400	19201	60770
2401	19207	60758
2402	19212	60739
2403	19222	60738
2404	19235	60745
2405	19248	60753
2406	19353	61051
2407	19380	61102
2408	19406	61152
2409	19419	61159
2410	19435	61175
2411	19442	61163
2412	19448	61150
2413	19458	61149
2414	19463	61131
2415	19472	61124
2416	19480	61116
2417	19489	61113
2418	19497	61103
2419	19507	61101
2420	19518	61103
2421	19528	61101
2422	19537	61097
2423	19545	61086
2424	19553	61079
2425	19558	61062
2426	19566	61053
2427	19575	61047
2428	19580	61030
2429	19588	61023
2430	19592	61002
2431	19603	61003
2432	19608	60985
2433	19615	60972
2434	19620	60957
2435	19629	60950
2436	19633	60932
2437	19639	60916
2438	19649	60914
2439	19661	60917
2440	19668	60907
2441	19675	60895
2442	19683	60886
2443	19690	60875
2444	19698	60867
2445	19702	60848
2446	19713	60847
2447	19717	60829
2448	19732	60841
2449	19743	60843
2450	19748	60824
2451	19755	60814
2452	19765	60810
2453	19771	60797
2454	19780	60791
2455	19789	60786
2456	19795	60773
2457	19804	60765
2458	19810	60754
2459	19818	60745
2460	19824	60730
2461	19829	60712
2462	19840	60714
2463	19851	60714
2464	19860	60709
2465	19872	60712
2466	19878	60697
2467	19889	60698
2468	19894	60681
2469	19907	60690
2470	19919	60693
2471	19924	60677
2472	19930	60660
2473	19937	60649
2474	19945	60643
2475	19953	60634
2476	19961	60627
2477	19966	60609
2478	19974	60600
2479	19979	60581
2480	19984	60566
2481	19991	60555
2482	19999	60545
2483	20008	60539
2484	20014	60528
2485	20018	60507
2486	20024	60491
2487	20029	60473
2488	20033	60455
2489	20039	60440
2490	20043	60421
2491	20049	60406
2492	20054	60388
2493	20061	60376
2494	20065	60358
2495	20072	60346
2496	20077	60329
2497	20084	60318
2498	20089	60301
2499	20095	60287
2500	20102	60274
2501	20107	60258
2502	20113	60244
2503	20120	60232
2504	20123	60211
2505	20131	60202
2506	20138	60191
2507	20144	60175
2508	20150	60161
2509	20154	60142
2510	20161	60130
2511	20166	60114
2512	20171	60097
2513	20177	60082
2514	20182	60065
2515	20190	60059
2516	20197	60046
2517	20206	60042
2518	20214	60033
2519	20220	60019
2520	20226	60004
2521	20230	59986
2522	20236	59970
2523	20241	59953
2524	20246	59936
2525	20251	59920
2526	20255	59900
2527	20260	59885
2528	20264	59864
2529	20268	59843
2530	20273	59826
2531	20278	59809
2532	20283	59794
2533	20288	59777
2534	20292	59756
2535	20297	59739
2536	20303	59727
2537	20308	59708
2538	20311	59687
2539	20317	59671
2540	20323	59658
2541	20327	59640
2542	20332	59622
2543	20338	59608
2544	20343	59591
2545	20347	59572
2546	20352	59555
2547	20356	59536
2548	20362	59522
2549	20366	59502
2550	20373	59490
2551	20380	59481
2552	20388	59473
2553	20398	59471
2554	20403	59453
2555	20410	59441
2556	20415	59427
2557	20422	59415
2558	20427	59398
2559	20432	59381
2560	20436	59362
2561	20442	59349
2562	20447	59330
2563	20450	59310
2564	20456	59296
2565	20460	59276
2566	20464	59257
2567	20470	59242
2568	20478	59235
2569	20482	59216
2570	20487	59198
2571	20496	59194
2572	20502	59180
2573	20512	59179
2574	20519	59167
2575	20527	59160
2576	20534	59149
2577	20544	59147
2578	20550	59132
2579	20560	59130
2580	20566	59116
2581	20573	59106
2582	20581	59099
2583	20589	59090
2584	20595	59077
2585	20601	59062
2586	20610	59059
2587	20614	59038
2588	20624	59037
2589	20627	59016
2590	20631	58996
2591	20640	58992
2592	20645	58975
2593	20655	58971
2594	20660	58956
2595	20670	58953
2596	20674	58935
2597	20682	58927
2598	20688	58913
2599	20693	58895
2600	20701	58889
2601	20706	58874
2602	20711	58856
2603	20717	58844
2604	20724	58831
2605	20729	58815
2606	20733	58797
2607	20738	58780
2608	20743	58764
2609	20747	58744
2610	20751	58726
2611	20757	58712
2612	20764	58702
2613	20770	58689
2614	20778	58680
2615	20782	58662
2616	20787	58645
2617	20794	58634
2618	20800	58620
2619	20805	58604
2620	20810	58589
2621	20815	58572
2622	20819	58554
2623	20824	58536
2624	20829	58520
2625	20833	58503
2626	20838	58487
2627	20843	58470
2628	20847	58450
2629	20852	58433
2630	20857	58417
2631	20861	58399
2632	20866	58383
2633	20871	58366
2634	20876	58351
2635	20880	58332
2636	20885	58316
2637	20891	58303
2638	20895	58283
2639	20901	58272
2640	20906	58255
2641	20910	58235
2642	20915	58219
2643	20920	58204
2644	20924	58184
2645	20927	58164
2646	20931	58144
2647	20936	58128
2648	20941	58113
2649	20946	58097
2650	20955	58091
2651	20964	58085
2652	20971	58076
2653	20974	58056
2654	20980	58042
2655	20985	58025
2656	20989	58008
2657	20994	57991
2658	20999	57974
2659	21005	57961
2660	21008	57942
2661	21014	57928
2662	21019	57910
2663	21025	57899
2664	21031	57884
2665	21035	57868
2666	21040	57850
2667	21045	57836
2668	21052	57826
2669	21056	57806
2670	21059	57786
2671	21064	57769
2672	21069	57753
2673	21073	57734
2674	21077	57716
2675	21081	57697
2676	21085	57679
2677	21089	57662
2678	21094	57645
2679	21097	57625
2680	21101	57606
2681	21110	57601
2682	21116	57588
2683	21122	57575
2684	21129	57563
2685	21134	57549
2686	21143	57545
2687	21149	57532
2688	21159	57530
2689	21165	57517
2690	21171	57503
2691	21176	57487
2692	21182	57474
2693	21186	57457
2694	21191	57440
2695	21195	57423
2696	21199	57405
2697	21204	57389
2698	21208	57370
2699	21213	57356
2700	21220	57345
2701	21224	57326
2702	21229	57310
2703	21235	57297
2704	21240	57282
2705	21244	57263
2706	21248	57246
2707	21252	57227
2708	21257	57212
2709	21262	57196
2710	21266	57178
2711	21271	57163
2712	21275	57144
2713	21279	57126
2714	21284	57110
2715	21291	57100
2716	21296	57085
2717	21300	57067
2718	21306	57054
2719	21310	57036
2720	21315	57020
2721	21322	57012
2722	21331	57005
2723	21340	57002
2724	21349	56997
2725	21357	56989
2726	21365	56982
2727	21373	56974
2728	21379	56962
2729	21389	56960
2730	21393	56942
2731	21399	56929
2732	21403	56911
2733	21407	56894
2734	21415	56885
2735	21420	56870
2736	21424	56852
2737	21430	56841
2738	21436	56827
2739	21449	56832
2740	21456	56822
2741	21462	56810
2742	21467	56794
2743	21471	56778
2744	21475	56760
2745	21479	56741
2746	21483	56724
2747	21489	56711
2748	21494	56696
2749	21500	56682
2750	21506	56669
2751	21510	56653
2752	21514	56635
2753	21520	56622
2754	21526	56610
2755	21534	56600
2756	21542	56595
2757	21551	56590
2758	21558	56579
2759	21562	56563
2760	21568	56550
2761	21574	56536
2762	21577	56517
2763	21582	56502
2764	21586	56484
2765	21591	56468
2766	21596	56453
2767	21601	56438
2768	21605	56422
2769	21609	56404
2770	21614	56388
2771	21622	56380
2772	21627	56364
2773	21632	56350
2774	21638	56339
2775	21643	56321
2776	21648	56307
2777	21653	56291
2778	21656	56273
2779	21660	56255
2780	21665	56240
2781	21670	56225
2782	21674	56206
2783	21679	56192
2784	21683	56174
2785	21687	56158
2786	21691	56139
2787	21695	56122
2788	21700	56106
2789	21704	56090
2790	21709	56075
2791	21714	56060
2792	21719	56045
2793	21727	56036
2794	21733	56024
2795	21739	56012
2796	21747	56004
2797	21751	55988
2798	21755	55971
2799	21761	55957
2800	21765	55941
2801	21769	55923
2802	21775	55909
2803	21778	55891
2804	21783	55876
2805	21788	55861
2806	21794	55848
2807	21799	55833
2808	21805	55820
2809	21809	55803
2810	21812	55784
2811	21817	55769
2812	21822	55754
2813	21826	55737
2814	21831	55722
2815	21835	55704
2816	21840	55689
2817	21846	55677
2818	21852	55664
2819	21858	55653
2820	21865	55644
2821	21870	55629
2822	21874	55611
2823	21880	55599
2824	21885	55584
2825	21889	55569
2826	21895	55556
2827	21900	55542
2828	21906	55528
2829	21911	55513
2830	21915	55495
2831	21922	55487
2832	21931	55482
2833	21940	55478
2834	21945	55462
2835	21950	55449
2836	21954	55431
2837	21960	55418
2838	21965	55405
2839	21970	55391
2840	21975	55376
2841	21983	55368
2842	21988	55352
2843	21994	55341
2844	22000	55330
2845	22005	55315
2846	22012	55305
2847	22019	55296
2848	22027	55287
2849	22032	55275
2850	22038	55263
2851	22044	55249
2852	22049	55236
2853	22055	55222
2854	22062	55214
2855	22066	55197
2856	22071	55182
2857	22078	55172
2858	22083	55159
2859	22091	55150
2860	22098	55140
2861	22107	55136
2862	22115	55130
2863	22121	55117
2864	22128	55108
2865	22140	55110
2866	22150	55109
2867	22157	55099
2868	22161	55083
2869	22167	55072
2870	22173	55060
2871	22179	55046
2872	22185	55036
2873	22191	55022
2874	22197	55010
2875	22201	54993
2876	22206	54978
2877	22212	54966
2878	22216	54952
2879	22221	54937
2880	22227	54925
2881	22233	54913
2882	22237	54896
2883	22243	54883
2884	22249	54871
2885	22254	54856
2886	22259	54842
2887	22265	54831
2888	22269	54814
2889	22274	54800
2890	22280	54787
2891	22286	54775
2892	22290	54760
2893	22296	54747
2894	22301	54733
2895	22310	54727
2896	22318	54722
2897	22325	54711
2898	22329	54694
2899	22334	54680
2900	22341	54671
2901	22346	54656
2902	22350	54640
2903	22355	54626
2904	22359	54610
2905	22363	54593
2906	22369	54581
2907	22374	54566
2908	22379	54552
2909	22385	54540
2910	22389	54523
2911	22394	54510
2912	22400	54497
2913	22406	54485
2914	22412	54473
2915	22416	54457
2916	22421	54444
2917	22426	54430
2918	22432	54417
2919	22439	54408
2920	22445	54396
2921	22454	54390
2922	22465	54393
2923	22477	54395
2924	22489	54397
2925	22503	54405
2926	22519	54416
2927	22531	54421
2928	22554	54449
2929	22567	54454
2930	22577	54453
2931	22588	54452
2932	22600	54455
2933	22609	54451
2934	22616	54441
2935	22626	54439
2936	22635	54434
2937	22644	54431
2938	22658	54438
2939	22667	54432
2940	22678	54432
2941	22684	54421
2942	22697	54425
2943	22709	54428
2944	22717	54422
2945	22739	54449
2946	22755	54460
2947	22769	54466
2948	22774	54454
2949	22781	54444
2950	22787	54432
2951	22792	54418
2952	22798	54406
2953	22805	54396
2954	22808	54378
2955	22815	54369
2956	22820	54354
2957	22825	54339
2958	22832	54329
2959	22836	54314
2960	22843	54305
2961	22849	54293
2962	22853	54277
2963	22860	54266
2964	22866	54255
2965	22872	54243
2966	22879	54232
2967	22883	54217
2968	22891	54210
2969	22901	54206
2970	22907	54196
2971	22914	54186
2972	22919	54171
2973	22927	54164
2974	22933	54152
2975	22938	54139
2976	22944	54127
2977	22949	54113
2978	22954	54100
2979	22960	54087
2980	22975	54096
2981	22979	54081
2982	22983	54064
2983	22987	54049
2984	22992	54034
2985	22997	54019
2986	23001	54002
2987	23005	53987
2988	23010	53973
2989	23015	53960
2990	23020	53945
2991	23024	53930
2992	23029	53915
2993	23033	53898
2994	23038	53883
2995	23042	53869
2996	23048	53855
2997	23052	53841
2998	23057	53826
2999	23061	53809
3000	23064	53792
3001	23069	53777
3002	23073	53760
3003	23077	53744
3004	23083	53733
3005	23089	53721
3006	23097	53713
3007	23105	53707
3008	23111	53696
3009	23114	53679
3010	23120	53666
3011	23128	53658
3012	23134	53647
3013	23138	53630
3014	23141	53614
3015	23146	53599
3016	23150	53584
3017	23156	53571
3018	23162	53559
3019	23167	53546
3020	23171	53529
3021	23177	53517
3022	23181	53502
3023	23186	53488
3024	23190	53473
3025	23195	53458
3026	23201	53447
3027	23206	53433
3028	23210	53418
3029	23217	53408
3030	23221	53391
3031	23226	53377
3032	23231	53365
3033	23240	53359
3034	23246	53347
3035	23257	53348
3036	23263	53337
3037	23274	53336
3038	23280	53326
3039	23292	53327
3040	23302	53325
3041	23314	53327
3042	23322	53320
3043	23327	53306
3044	23338	53306
3045	23341	53289
3046	23350	53284
3047	23356	53271
3048	23360	53256
3049	23368	53250
3050	23373	53235
3051	23383	53233
3052	23389	53221
3053	23400	53221
3054	23406	53211
3055	23417	53210
3056	23422	53196
3057	23432	53194
3058	23437	53180
3059	23445	53173
3060	23450	53160
3061	23459	53156
3062	23465	53144
3063	23477	53146
3064	23484	53136
3065	23493	53132
3066	23498	53117
3067	23504	53108
3068	23510	53094
3069	23514	53080
3070	23521	53070
3071	23526	53056
3072	23532	53046
3073	23539	53035
3074	23543	53021
3075	23548	53006
3076	23561	53011
3077	23566	52998
3078	23571	52983
3079	23576	52969
3080	23580	52955
3081	23586	52943
3082	23591	52930
3083	23596	52916
3084	23603	52907
3085	23608	52893
3086	23614	52882
3087	23620	52870
3088	23625	52857
3089	23631	52846
3090	23635	52829
3091	23642	52821
3092	23648	52810
3093	23655	52800
3094	23664	52796
3095	23671	52787
3096	23678	52778
3097	23682	52763
3098	23687	52749
3099	23694	52738
3100	23699	52725
3101	23703	52711
3102	23709	52698
3103	23713	52684
3104	23717	52668
3105	23722	52654
3106	23726	52638
3107	23731	52624
3108	23735	52609
3109	23740	52596
3110	23745	52582
3111	23749	52566
3112	23756	52556
3113	23760	52542
3114	23765	52529
3115	23770	52514
3116	23775	52502
3117	23782	52492
3118	23787	52479
3119	23791	52462
3120	23795	52448
3121	23800	52434
3122	23805	52420
3123	23809	52404
3124	23814	52391
3125	23818	52375
3126	23825	52366
3127	23830	52352
3128	23835	52339
3129	23840	52326
3130	23844	52312
3131	23850	52300
3132	23857	52291
3133	23864	52283
3134	23871	52274
3135	23877	52262
3136	23885	52256
3137	23891	52243
3138	23896	52231
3139	23901	52217
3140	23905	52203
3141	23911	52192
3142	23915	52176
3143	23919	52160
3144	23924	52147
3145	23930	52136
3146	23935	52122
3147	23940	52108
3148	23945	52096
3149	23950	52083
3150	23958	52075
3151	23962	52059
3152	23965	52043
3153	23970	52030
3154	23977	52020
3155	23982	52006
3156	23987	51993
3157	23992	51980
3158	23997	51966
3159	24001	51952
3160	24006	51939
3161	24012	51927
3162	24016	51913
3163	24021	51900
3164	24026	51887
3165	24031	51873
3166	24037	51863
3167	24043	51852
3168	24050	51843
3169	24057	51833
3170	24064	51824
3171	24070	51814
3172	24075	51800
3173	24080	51787
3174	24087	51778
3175	24092	51764
3176	24098	51753
3177	24101	51737
3178	24108	51729
3179	24113	51715
3180	24118	51701
3181	24124	51690
3182	24128	51675
3183	24134	51664
3184	24139	51651
3185	24143	51635
3186	24147	51622
3187	24152	51609
3188	24158	51597
3189	24163	51584
3190	24168	51571
3191	24173	51558
3192	24180	51548
3193	24184	51534
3194	24189	51520
3195	24194	51507
3196	24198	51493
3197	24203	51480
3198	24210	51471
3199	24217	51461
3200	24221	51447
3201	24225	51432
3202	24229	51417
3203	24233	51401
3204	24244	51401
3205	24254	51398
3206	24262	51392
3207	24269	51382
3208	24276	51375
3209	24284	51367
3210	24288	51352
3211	24293	51339
3212	24297	51324
3213	24301	51310
3214	24306	51296
3215	24310	51281
3216	24315	51268
3217	24320	51255
3218	24323	51239
3219	24328	51225
3220	24333	51212
3221	24337	51197
