iter	Passed	Remaining
341	5492	155094
342	5500	154871
343	5508	154621
344	5517	154411
345	5533	154402
346	5545	154277
347	5555	154075
348	5563	153840
349	5578	153804
350	5597	153882
351	5610	153783
352	5620	153591
353	5627	153340
354	5639	153230
355	5647	152980
356	5656	152780
357	5662	152499
358	5675	152417
359	5683	152185
360	5690	151942
361	5698	151706
362	5707	151533
363	5718	151383
364	5724	151102
365	5737	151016
366	5741	150713
367	5750	150524
368	5755	150227
369	5762	149976
370	5770	149769
371	5778	149553
372	5786	149334
373	5796	149201
374	5803	148953
375	5813	148788
376	5818	148517
377	5825	148295
378	5834	148109
379	5846	148002
380	5857	147889
381	5866	147713
382	5876	147547
383	5881	147290
384	5888	147054
385	5893	146780
386	5897	146500
387	5902	146231
388	5906	145928
389	5910	145629
390	5913	145333
391	5918	145067
392	5922	144789
393	5927	144517
394	5931	144244
395	5936	143974
396	5940	143684
397	5944	143421
398	5948	143138
399	5953	142877
400	5959	142665
401	5966	142450
402	5971	142214
403	5976	141961
404	5981	141711
405	5986	141463
406	5991	141222
407	5996	140982
408	6001	140736
409	6005	140462
410	6011	140248
411	6014	139974
412	6018	139704
413	6023	139481
414	6032	139333
415	6038	139116
416	6048	139007
417	6055	138802
418	6060	138592
419	6064	138328
420	6068	138067
421	6074	137867
422	6078	137611
423	6081	137357
424	6086	137125
425	6093	136942
426	6098	136717
427	6102	136488
428	6106	136237
429	6111	136011
430	6116	135787
431	6119	135541
432	6124	135317
433	6128	135072
434	6134	134896
435	6139	134677
436	6143	134434
437	6147	134212
438	6153	134008
439	6157	133785
440	6162	133573
441	6167	133363
442	6170	133122
443	6175	132902
444	6180	132712
445	6185	132507
446	6190	132302
447	6195	132100
448	6199	131869
449	6204	131681
450	6209	131469
451	6215	131287
452	6222	131150
453	6230	131010
454	6239	130890
455	6249	130794
456	6255	130633
457	6261	130452
458	6271	130365
459	6276	130168
460	6288	130113
461	6297	130017
462	6306	129903
463	6317	129830
464	6325	129712
465	6334	129603
466	6343	129489
467	6352	129377
468	6362	129298
469	6370	129162
470	6380	129078
471	6384	128882
472	6398	128875
473	6411	128851
474	6422	128781
475	6431	128678
476	6439	128568
477	6444	128386
478	6450	128225
479	6460	128128
480	6468	128005
481	6476	127888
482	6483	127752
483	6489	127596
484	6494	127411
485	6503	127317
486	6510	127181
487	6522	127134
488	6528	126976
489	6537	126886
490	6547	126812
491	6554	126670
492	6558	126470
493	6568	126396
494	6573	126227
495	6584	126165
496	6589	125987
497	6597	125884
498	6606	125782
499	6618	125753
500	6626	125643
501	6634	125535
502	6641	125393
503	6652	125343
504	6660	125224
505	6670	125148
506	6679	125060
507	6687	124956
508	6696	124859
509	6700	124681
510	6707	124549
511	6714	124436
512	6725	124370
513	6733	124268
514	6741	124161
515	6745	123973
516	6753	123868
517	6760	123747
518	6771	123701
519	6777	123560
520	6782	123404
521	6790	123287
522	6794	123122
523	6802	123009
524	6811	122928
525	6817	122793
526	6823	122663
527	6832	122566
528	6838	122439
529	6843	122282
530	6854	122240
531	6864	122167
532	6885	122301
533	6893	122191
534	6901	122105
535	6912	122044
536	6919	121927
537	6931	121906
538	6935	121744
539	6945	121680
540	6952	121566
541	6962	121496
542	6978	121534
543	6983	121385
544	6995	121369
545	7004	121275
546	7015	121233
547	7022	121117
548	7033	121075
549	7042	120999
550	7049	120892
551	7057	120797
552	7065	120696
553	7073	120608
554	7078	120459
555	7086	120371
556	7091	120230
557	7101	120159
558	7107	120046
559	7117	119978
560	7122	119839
561	7130	119740
562	7136	119624
563	7146	119572
564	7152	119444
565	7158	119308
566	7168	119263
567	7175	119149
568	7183	119061
569	7190	118961
570	7198	118861
571	7206	118775
572	7212	118659
573	7217	118517
574	7225	118431
575	7232	118328
576	7239	118233
577	7247	118148
578	7256	118071
579	7265	117996
580	7275	117944
581	7281	117825
582	7295	117846
583	7299	117695
584	7308	117615
585	7312	117479
586	7317	117344
587	7322	117201
588	7328	117100
589	7334	116974
590	7341	116879
591	7349	116793
592	7359	116752
593	7372	116736
594	7382	116692
595	7401	116787
596	7411	116731
597	7423	116716
598	7433	116668
599	7441	116590
600	7450	116513
601	7458	116439
602	7463	116305
603	7472	116248
604	7479	116142
605	7488	116090
606	7494	115980
607	7503	115901
608	7512	115843
609	7520	115764
610	7527	115665
611	7534	115578
612	7538	115439
613	7544	115335
614	7554	115281
615	7561	115183
616	7570	115129
617	7580	115084
618	7588	115011
619	7598	114953
620	7607	114899
621	7615	114820
622	7626	114785
623	7632	114682
624	7644	114669
625	7655	114630
626	7662	114552
627	7670	114476
628	7677	114384
629	7684	114296
630	7690	114180
631	7695	114064
632	7700	113949
633	7706	113843
634	7711	113735
635	7721	113680
636	7726	113564
637	7737	113536
638	7745	113467
639	7754	113407
640	7760	113301
641	7769	113244
642	7778	113195
643	7789	113162
644	7799	113120
645	7809	113087
646	7818	113024
647	7825	112936
648	7833	112871
649	7839	112764
650	7846	112689
651	7851	112573
652	7859	112496
653	7864	112381
654	7870	112288
655	7874	112169
656	7881	112073
657	7887	111979
658	7897	111946
659	7902	111839
660	7910	111758
661	7916	111664
662	7919	111536
663	7925	111430
664	7930	111319
665	7934	111202
666	7939	111097
667	7944	110987
668	7953	110927
669	7957	110814
670	7961	110691
671	7968	110609
672	7975	110526
673	7985	110490
674	7995	110458
675	8003	110394
676	8009	110297
677	8019	110263
678	8028	110213
679	8039	110182
680	8047	110124
681	8056	110077
682	8067	110044
683	8070	109922
684	8077	109837
685	8082	109739
686	8087	109632
687	8093	109542
688	8098	109438
689	8102	109319
690	8108	109232
691	8113	109130
692	8118	109025
693	8124	108936
694	8128	108832
695	8134	108738
696	8138	108624
697	8143	108525
698	8148	108420
699	8153	108323
700	8157	108217
701	8162	108113
702	8169	108036
703	8175	107949
704	8185	107917
705	8188	107802
706	8193	107703
707	8198	107597
708	8206	107544
709	8212	107460
710	8224	107450
711	8231	107379
712	8242	107360
713	8248	107278
714	8253	107176
715	8258	107077
716	8265	107007
717	8271	106932
718	8276	106841
719	8283	106762
720	8287	106651
721	8291	106555
722	8298	106483
723	8303	106384
724	8308	106296
725	8314	106207
726	8318	106100
727	8323	106010
728	8327	105909
729	8332	105814
730	8336	105706
731	8342	105624
732	8348	105540
733	8355	105475
734	8363	105421
735	8369	105351
736	8376	105285
737	8381	105190
738	8390	105148
739	8398	105099
740	8408	105066
741	8415	104997
742	8423	104944
743	8428	104856
744	8435	104796
745	8442	104731
746	8447	104637
747	8457	104615
748	8465	104563
749	8475	104527
750	8484	104492
751	8491	104428
752	8499	104373
753	8502	104267
754	8508	104187
755	8512	104091
756	8518	104009
757	8521	103905
758	8527	103830
759	8532	103735
760	8537	103650
761	8546	103617
762	8554	103561
763	8564	103541
764	8569	103452
765	8575	103373
766	8585	103355
767	8596	103337
768	8603	103273
769	8612	103234
770	8617	103158
771	8623	103084
772	8632	103040
773	8636	102941
774	8646	102918
775	8650	102829
776	8661	102806
777	8667	102742
778	8676	102708
779	8682	102629
780	8690	102582
781	8697	102518
782	8706	102485
783	8713	102422
784	8720	102366
785	8727	102310
786	8736	102268
787	8742	102207
788	8751	102170
789	8758	102111
790	8766	102063
791	8775	102027
792	8780	101940
793	8790	101919
794	8797	101857
795	8806	101823
796	8812	101758
797	8822	101730
798	8830	101692
799	8838	101642
800	8846	101591
801	8853	101536
802	8857	101443
803	8867	101430
804	8873	101353
805	8886	101368
806	8894	101323
807	8901	101269
808	8907	101202
809	8916	101162
810	8921	101082
811	8930	101055
812	8937	100996
813	8947	100977
814	8952	100892
815	8961	100859
816	8972	100845
817	8983	100837
818	8992	100807
819	8998	100736
820	9010	100738
821	9016	100669
822	9027	100659
823	9032	100579
824	9039	100534
825	9044	100457
826	9049	100373
827	9058	100340
828	9062	100250
829	9071	100221
830	9075	100137
831	9082	100079
832	9090	100038
833	9096	99970
834	9107	99963
835	9114	99912
836	9123	99879
837	9131	99830
838	9137	99775
839	9147	99746
840	9156	99723
841	9164	99676
842	9172	99638
843	9179	99582
844	9186	99528
845	9193	99478
846	9202	99442
847	9206	99359
848	9216	99341
849	9224	99297
850	9229	99230
851	9235	99161
852	9239	99078
853	9245	99013
854	9249	98929
855	9255	98869
856	9263	98830
857	9268	98751
858	9278	98737
859	9283	98661
860	9290	98609
861	9296	98555
862	9301	98478
863	9311	98455
864	9315	98378
865	9323	98342
866	9334	98327
867	9339	98260
868	9344	98185
869	9350	98128
870	9355	98051
871	9359	97976
872	9363	97895
873	9368	97822
874	9372	97746
875	9377	97672
876	9387	97651
877	9390	97567
878	9394	97482
879	9399	97407
880	9402	97323
881	9406	97239
882	9410	97167
883	9418	97123
884	9422	97050
885	9427	96978
886	9431	96895
887	9434	96812
888	9439	96739
889	9445	96679
890	9448	96599
891	9453	96527
892	9458	96459
893	9462	96386
894	9466	96305
895	9471	96241
896	9476	96169
897	9480	96088
898	9484	96015
899	9488	95935
900	9494	95882
901	9498	95810
902	9508	95785
903	9517	95760
904	9525	95729
905	9530	95659
906	9535	95601
907	9542	95554
908	9548	95494
909	9553	95425
910	9556	95345
911	9561	95277
912	9565	95207
913	9569	95129
914	9574	95068
915	9580	95008
916	9584	94939
917	9589	94870
918	9594	94810
919	9598	94732
920	9603	94664
921	9606	94586
922	9610	94509
923	9614	94442
924	9619	94377
925	9624	94311
926	9629	94244
927	9633	94179
928	9640	94131
929	9644	94064
930	9649	93997
931	9653	93921
932	9656	93844
933	9660	93768
934	9665	93705
935	9670	93647
936	9674	93572
937	9680	93518
938	9683	93443
939	9687	93368
940	9691	93302
941	9696	93237
942	9703	93201
943	9713	93184
944	9721	93153
945	9728	93109
946	9733	93046
947	9737	92979
948	9742	92917
949	9747	92854
950	9751	92789
951	9757	92735
952	9763	92682
953	9767	92618
954	9774	92572
955	9779	92511
956	9788	92490
957	9791	92417
958	9800	92394
959	9807	92350
960	9813	92300
961	9822	92280
962	9826	92217
963	9836	92202
964	9840	92129
965	9847	92091
966	9853	92041
967	9858	91989
968	9865	91945
969	9870	91886
970	9877	91844
971	9884	91803
972	9892	91775
973	9910	91835
974	9919	91821
975	9926	91776
976	9937	91778
977	9941	91708
978	9949	91681
979	9956	91636
980	9959	91567
981	9970	91558
982	9973	91488
983	9982	91463
984	9988	91420
985	9998	91405
986	10002	91343
987	10011	91320
988	10017	91273
989	10022	91212
990	10027	91155
991	10031	91095
992	10035	91025
993	10040	90966
994	10044	90905
995	10049	90845
996	10053	90785
997	10058	90726
998	10061	90658
999	10066	90599
1000	10072	90549
1001	10078	90502
1002	10082	90436
1003	10089	90402
1004	10095	90353
1005	10101	90310
1006	10104	90240
1007	10109	90181
1008	10112	90114
1009	10118	90065
1010	10123	90006
1011	10126	89940
1012	10132	89893
1013	10138	89845
1014	10141	89778
1015	10146	89721
1016	10152	89674
1017	10158	89626
1018	10162	89570
1019	10168	89522
1020	10173	89467
1021	10178	89413
1022	10184	89371
1023	10188	89308
1024	10193	89255
1025	10198	89198
1026	10202	89140
1027	10207	89083
1028	10213	89038
1029	10218	88989
1030	10222	88932
1031	10228	88885
1032	10233	88830
1033	10237	88775
1034	10241	88713
1035	10246	88658
1036	10250	88595
1037	10254	88533
1038	10261	88500
1039	10265	88437
1040	10269	88383
1041	10274	88331
1042	10280	88288
1043	10287	88254
1044	10297	88244
1045	10302	88189
1046	10309	88157
1047	10314	88103
1048	10318	88048
1049	10323	87997
1050	10328	87944
1051	10332	87882
1052	10337	87831
1053	10341	87777
1054	10346	87724
1055	10351	87670
1056	10355	87616
1057	10360	87561
1058	10363	87498
1059	10371	87469
1060	10374	87407
1061	10379	87352
1062	10382	87291
1063	10387	87238
1064	10391	87183
1065	10395	87122
1066	10400	87071
1067	10405	87026
1068	10410	86973
1069	10415	86922
1070	10419	86870
1071	10424	86815
1072	10428	86764
1073	10434	86724
1074	10439	86675
1075	10443	86616
1076	10448	86570
1077	10454	86525
1078	10459	86474
1079	10462	86415
1080	10467	86367
1081	10473	86324
1082	10483	86313
1083	10492	86300
1084	10496	86247
1085	10500	86188
1086	10503	86127
1087	10512	86108
1088	10517	86065
1089	10522	86013
1090	10527	85965
1091	10531	85907
1092	10535	85856
1093	10539	85801
1094	10544	85750
1095	10549	85701
1096	10553	85653
1097	10558	85604
1098	10564	85563
1099	10569	85515
1100	10574	85466
1101	10577	85407
1102	10582	85358
1103	10588	85324
1104	10593	85276
1105	10598	85231
1106	10603	85182
1107	10608	85134
1108	10614	85101
1109	10619	85054
1110	10624	85006
1111	10631	84974
1112	10635	84920
1113	10641	84881
1114	10646	84841
1115	10651	84795
1116	10655	84741
1117	10660	84691
1118	10666	84652
1119	10674	84635
1120	10683	84616
1121	10688	84574
1122	10693	84526
1123	10699	84490
1124	10703	84435
1125	10706	84379
1126	10711	84332
1127	10716	84291
1128	10720	84235
1129	10725	84188
1130	10730	84144
1131	10736	84107
1132	10741	84061
1133	10745	84008
1134	10749	83961
1135	10753	83907
1136	10758	83860
1137	10763	83820
1138	10768	83776
1139	10773	83729
1140	10778	83685
1141	10782	83638
1142	10788	83596
1143	10793	83551
1144	10798	83509
1145	10803	83464
1146	10809	83429
1147	10814	83384
1148	10819	83345
1149	10824	83301
1150	10829	83258
1151	10836	83230
1152	10840	83177
1153	10843	83124
1154	10848	83076
1155	10852	83023
1156	10858	82990
1157	10864	82957
1158	10872	82933
1159	10879	82912
1160	10886	82881
1161	10891	82842
1162	10898	82810
1163	10903	82771
1164	10908	82726
1165	10913	82683
1166	10917	82631
1167	10920	82579
1168	10925	82536
1169	10930	82492
1170	10937	82463
1171	10942	82420
1172	10945	82368
1173	10950	82326
1174	10964	82353
1175	10977	82369
1176	10988	82369
1177	10996	82355
1178	11005	82343
1179	11011	82307
1180	11015	82259
1181	11021	82225
1182	11026	82184
1183	11033	82158
1184	11038	82114
1185	11043	82073
1186	11047	82022
1187	11058	82027
1188	11066	82011
1189	11071	81969
1190	11077	81934
1191	11082	81894
1192	11086	81844
1193	11090	81796
1194	11095	81753
1195	11101	81721
1196	11106	81678
1197	11111	81642
1198	11116	81600
1199	11121	81558
1200	11126	81517
1201	11131	81476
1202	11137	81443
1203	11143	81408
1204	11146	81358
1205	11150	81310
1206	11154	81263
1207	11159	81220
1208	11165	81188
1209	11171	81154
1210	11177	81122
1211	11182	81082
1212	11188	81050
1213	11192	81002
1214	11197	80962
1215	11204	80939
1216	11209	80897
1217	11215	80865
1218	11220	80823
1219	11224	80780
1220	11229	80739
1221	11234	80700
1222	11239	80660
1223	11243	80612
1224	11248	80574
1225	11256	80558
1226	11268	80567
1227	11272	80525
1228	11277	80486
1229	11283	80454
1230	11289	80419
1231	11295	80390
1232	11300	80349
1233	11305	80309
1234	11309	80268
1235	11314	80227
1236	11320	80193
1237	11326	80166
1238	11330	80119
1239	11334	80072
1240	11338	80024
1241	11344	79993
1242	11349	79954
1243	11355	79924
1244	11363	79912
1245	11371	79892
1246	11380	79880
1247	11387	79859
1248	11396	79849
1249	11403	79823
1250	11410	79799
1251	11417	79776
1252	11421	79731
1253	11425	79685
1254	11431	79654
1255	11436	79617
1256	11442	79587
1257	11450	79568
1258	11459	79563
1259	11465	79531
1260	11471	79501
1261	11476	79463
1262	11481	79421
1263	11487	79391
1264	11492	79359
1265	11496	79313
1266	11504	79293
1267	11512	79276
1268	11515	79231
1269	11519	79185
1270	11525	79155
1271	11530	79117
1272	11535	79080
1273	11540	79042
1274	11545	79004
1275	11548	78960
1276	11553	78921
1277	11558	78886
1278	11563	78848
1279	11569	78815
1280	11574	78777
1281	11579	78742
1282	11584	78704
1283	11589	78669
1284	11592	78624
1285	11599	78595
1286	11602	78549
1287	11606	78505
1288	11612	78475
1289	11616	78431
1290	11620	78393
1291	11626	78364
1292	11631	78327
1293	11642	78327
1294	11650	78313
1295	11657	78291
1296	11662	78255
1297	11667	78218
1298	11670	78175
1299	11678	78155
1300	11685	78133
1301	11690	78098
1302	11695	78064
1303	11699	78020
1304	11704	77984
1305	11709	77949
1306	11713	77907
1307	11717	77865
1308	11721	77823
1309	11726	77786
1310	11731	77750
1311	11735	77714
1312	11740	77679
1313	11744	77635
1314	11751	77613
1315	11760	77606
1316	11765	77571
1317	11770	77535
1318	11774	77497
1319	11779	77461
1320	11784	77424
1321	11788	77381
1322	11792	77344
1323	11797	77307
1324	11802	77270
1325	11807	77236
1326	11812	77201
1327	11815	77158
1328	11822	77137
1329	11832	77132
1330	11839	77111
1331	11846	77093
1332	11851	77058
1333	11856	77021
1334	11862	76993
1335	11867	76958
1336	11871	76923
1337	11876	76889
1338	11882	76861
1339	11886	76819
1340	11892	76792
1341	11896	76751
1342	11901	76717
1343	11905	76675
1344	11909	76634
1345	11915	76608
1346	11921	76583
1347	11926	76548
1348	11931	76514
1349	11936	76481
1350	11940	76442
1351	11946	76414
1352	11951	76384
1353	11957	76357
1354	11972	76383
1355	11977	76352
1356	11982	76319
1357	11987	76287
1358	11992	76252
1359	11997	76217
1360	12005	76204
1361	12012	76187
1362	12019	76166
1363	12025	76134
1364	12033	76125
1365	12038	76091
1366	12045	76072
1367	12050	76040
1368	12054	76001
1369	12059	75966
1370	12063	75927
1371	12068	75892
1372	12072	75858
1373	12077	75825
1374	12083	75794
1375	12088	75761
1376	12092	75727
1377	12098	75696
1378	12104	75670
1379	12110	75645
1380	12115	75615
1381	12121	75590
1382	12125	75551
1383	12130	75518
1384	12136	75490
1385	12142	75463
1386	12147	75431
1387	12150	75391
1388	12154	75352
1389	12158	75312
1390	12163	75278
1391	12167	75242
1392	12173	75219
1393	12178	75188
1394	12185	75163
1395	12188	75124
1396	12193	75091
1397	12200	75072
1398	12207	75051
1399	12215	75038
1400	12222	75017
1401	12226	74978
1402	12231	74947
1403	12235	74909
1404	12238	74871
1405	12244	74842
1406	12249	74810
1407	12254	74780
1408	12260	74755
1409	12266	74728
1410	12270	74695
1411	12275	74662
1412	12280	74630
1413	12285	74600
1414	12289	74560
1415	12293	74525
1416	12300	74503
1417	12304	74470
1418	12312	74456
1419	12318	74429
1420	12322	74392
1421	12326	74359
1422	12333	74336
1423	12337	74302
1424	12341	74264
1425	12346	74235
1426	12351	74203
1427	12356	74173
1428	12361	74142
1429	12366	74110
1430	12370	74077
1431	12375	74046
1432	12380	74017
1433	12390	74013
1434	12401	74020
1435	12406	73987
1436	12412	73966
1437	12416	73928
1438	12421	73897
1439	12425	73862
1440	12430	73831
1441	12437	73813
1442	12442	73783
1443	12447	73754
1444	12452	73723
1445	12457	73692
1446	12461	73660
1447	12466	73625
1448	12470	73594
1449	12476	73567
1450	12480	73533
1451	12485	73499
1452	12489	73464
1453	12493	73434
1454	12497	73397
1455	12503	73373
1456	12507	73336
1457	12514	73318
1458	12519	73289
1459	12524	73258
1460	12529	73229
1461	12535	73204
1462	12539	73171
1463	12543	73134
1464	12548	73104
1465	12553	73077
1466	12557	73042
1467	12563	73020
1468	12567	72984
1469	12571	72948
1470	12576	72917
1471	12583	72904
1472	12590	72883
1473	12596	72862
1474	12604	72849
1475	12612	72835
1476	12617	72810
1477	12621	72774
1478	12628	72754
1479	12632	72723
1480	12638	72701
1481	12643	72672
1482	12648	72643
1483	12652	72606
1484	12657	72575
1485	12660	72540
1486	12664	72504
1487	12669	72476
1488	12677	72461
1489	12685	72451
1490	12691	72431
1491	12698	72410
1492	12705	72392
1493	12711	72369
1494	12716	72343
1495	12724	72329
1496	12731	72315
1497	12737	72292
1498	12744	72272
1499	12751	72260
1500	12758	72240
1501	12766	72228
1502	12771	72203
1503	12780	72193
1504	12789	72191
1505	12798	72184
1506	12804	72160
1507	12811	72145
1508	12820	72140
1509	12827	72122
1510	12833	72102
1511	12840	72082
1512	12846	72062
1513	12853	72046
1514	12860	72027
1515	12867	72011
1516	12875	72000
1517	12885	71998
1518	12892	71982
1519	12898	71962
1520	12904	71934
1521	12910	71917
1522	12917	71901
1523	12924	71881
1524	12931	71863
1525	12936	71837
1526	12943	71822
1527	12952	71813
1528	12960	71804
1529	12969	71796
1530	12976	71784
1531	12986	71784
1532	12994	71772
1533	13001	71752
1534	13006	71727
1535	13013	71707
1536	13019	71686
1537	13026	71671
1538	13034	71660
1539	13040	71637
1540	13047	71624
1541	13057	71623
1542	13070	71635
1543	13082	71647
1544	13087	71618
1545	13095	71612
1546	13104	71605
1547	13111	71587
1548	13122	71595
1549	13133	71598
1550	13141	71585
1551	13147	71565
1552	13154	71547
1553	13158	71519
1554	13169	71519
1555	13181	71531
1556	13187	71511
1557	13192	71483
1558	13199	71466
1559	13203	71433
1560	13208	71407
1561	13213	71382
1562	13220	71362
1563	13226	71342
1564	13231	71313
1565	13236	71285
1566	13240	71255
1567	13245	71230
1568	13250	71203
1569	13255	71175
1570	13260	71150
1571	13266	71125
1572	13274	71115
1573	13279	71088
1574	13283	71057
1575	13288	71030
1576	13293	71004
1577	13297	70970
1578	13302	70944
1579	13306	70912
1580	13312	70889
1581	13316	70861
1582	13320	70828
1583	13325	70798
1584	13330	70775
1585	13334	70742
1586	13338	70712
1587	13343	70685
1588	13348	70657
1589	13353	70632
1590	13361	70618
1591	13370	70614
1592	13378	70606
1593	13385	70587
1594	13389	70555
1595	13393	70528
1596	13398	70498
1597	13403	70470
1598	13407	70443
1599	13414	70423
1600	13418	70393
1601	13425	70377
1602	13433	70367
1603	13438	70342
1604	13443	70318
1605	13450	70301
1606	13455	70274
1607	13461	70255
1608	13465	70223
1609	13470	70195
1610	13477	70182
1611	13483	70160
1612	13490	70145
1613	13495	70118
1614	13500	70092
1615	13506	70070
1616	13511	70049
1617	13516	70021
1618	13520	69992
1619	13525	69964
1620	13532	69951
1621	13537	69926
1622	13542	69900
1623	13546	69870
1624	13556	69870
1625	13563	69853
1626	13573	69853
1627	13578	69829
1628	13588	69827
1629	13595	69812
1630	13600	69789
1631	13605	69762
1632	13612	69747
1633	13617	69722
1634	13621	69689
1635	13627	69671
1636	13632	69645
1637	13637	69618
1638	13641	69588
1639	13644	69556
1640	13650	69532
1641	13655	69508
1642	13659	69478
1643	13663	69447
1644	13668	69425
1645	13674	69402
1646	13681	69389
1647	13685	69358
1648	13689	69326
1649	13694	69302
1650	13700	69282
1651	13706	69262
1652	13709	69230
1653	13714	69203
1654	13719	69178
1655	13723	69147
1656	13728	69124
1657	13733	69095
1658	13737	69069
1659	13741	69037
1660	13746	69014
1661	13754	69006
1662	13761	68991
1663	13771	68991
1664	13777	68969
1665	13781	68939
1666	13785	68908
1667	13790	68885
